Race,PartName,Slot,Variant,Tier,Hand,PrimaryBone,SizeWxHxD_cm,MeshyPrompt,NegativePrompt
Elf,ELF_Units_Shoulderpads_C,Shoulders,C,medium/leather tier,,Bip001 L Clavicle,34×18×12 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper pauldron / shoulder pad pair. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 34 cm wide × 18 cm tall × 12 cm deep. Placement: attaches to the Bip001 L Clavicle bone (sits on top of the shoulders). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_N,Head,N,heavy/plate tier,,Bip001 Head,9×17×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant N. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 9 cm wide × 17 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_F,Head,F,heavy/plate tier,,Bip001 Head,8×17×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant F. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 17 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_H,Head,H,heavy/plate tier,,Bip001 Head,8×19×12 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant H. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 19 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_I,Head,I,heavy/plate tier,,Bip001 Head,8×19×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant I. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 8 cm wide × 19 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_J,Head,J,heavy/plate tier,,Bip001 Head,12×16×12 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant J. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 12 cm wide × 16 cm tall × 12 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_M,Head,M,heavy/plate tier,,Bip001 Head,13×19×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant M. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 19 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_K,Head,K,heavy/plate tier,,Bip001 Head,13×19×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant K. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 13 cm wide × 19 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_O,Head,O,heavy/plate tier,,Bip001 Head,10×20×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant O. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 20 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Units_Head_P,Head,P,heavy/plate tier,,Bip001 Head,10×20×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper helmet/head piece. heavy/plate tier variant P. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 10 cm wide × 20 cm tall × 13 cm deep. Placement: attaches to the Bip001 Head bone (rests on the skull, fits over hair). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_Bolt,Projectile,,,,,14×83×13 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper projectile item. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 14 cm wide × 83 cm tall × 13 cm deep. Placement: standard rig slot. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_spear,Spear,,,right,,89×4×6 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper long spear. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 89 cm wide × 4 cm tall × 6 cm deep. Placement: right hand grip, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Elf,ELF_weapon_staff_C,Staff,C,medium/leather tier,right,,80×21×11 cm (W×H×D),"A low-poly stylized 3D model: high-elven wood-keeper magic staff with crystal/orb finial. medium/leather tier variant C. Materials/feel: enchanted living wood, mithril leaf, woven silk, polished bronze. Color palette: sage green, silver, deep teal. Style: graceful, art-nouveau curves, sylvan, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 80 cm wide × 21 cm tall × 11 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Orc,Orc_Catapult_stone,Projectile,,,,,20×22×18 cm (W×H×D),"A low-poly stylized 3D model: orcish horde-warrior projectile item. Materials/feel: crude iron, jagged bone, hide straps, blackened steel. Color palette: rust, blood red, dark green leather. Style: brutal, jagged, oversized, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 20 cm wide × 22 cm tall × 18 cm deep. Placement: standard rig slot. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Orc,Orc_Catapult,Engine,,,,Bone_body_B,88×116×65 cm (W×H×D),"A low-poly stylized 3D model: orcish horde-warrior siege engine (full assembly). Materials/feel: crude iron, jagged bone, hide straps, blackened steel. Color palette: rust, blood red, dark green leather. Style: brutal, jagged, oversized, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 88 cm wide × 116 cm tall × 65 cm deep. Placement: attaches to the Bone_body_B bone (ground anchor). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Orc,ORC_Mount_Wolf,Creature,,,,Bip001 Head,27×113×51 cm (W×H×D),"A low-poly stylized 3D model: orcish horde-warrior mount creature (full body). Materials/feel: crude iron, jagged bone, hide straps, blackened steel. Color palette: rust, blood red, dark green leather. Style: brutal, jagged, oversized, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 27 cm wide × 113 cm tall × 51 cm deep. Placement: attaches to the Bip001 Head bone (ground anchor). Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Orc,ORC_weapon_Bow,Bow,,,left,,60×4×13 cm (W×H×D),"A low-poly stylized 3D model: orcish horde-warrior recurve bow. Materials/feel: crude iron, jagged bone, hide straps, blackened steel. Color palette: rust, blood red, dark green leather. Style: brutal, jagged, oversized, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 60 cm wide × 4 cm tall × 13 cm deep. Placement: left hand grip. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Orc,ORC_weapon_staff_A,Staff,A,light/cloth tier,right,,69×7×9 cm (W×H×D),"A low-poly stylized 3D model: orcish horde-warrior magic staff with crystal/orb finial. light/cloth tier variant A. Materials/feel: crude iron, jagged bone, hide straps, blackened steel. Color palette: rust, blood red, dark green leather. Style: brutal, jagged, oversized, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 69 cm wide × 7 cm tall × 9 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
Orc,ORC_weapon_staff_C,Staff,C,medium/leather tier,right,,71×18×19 cm (W×H×D),"A low-poly stylized 3D model: orcish horde-warrior magic staff with crystal/orb finial. medium/leather tier variant C. Materials/feel: crude iron, jagged bone, hide straps, blackened steel. Color palette: rust, blood red, dark green leather. Style: brutal, jagged, oversized, hand-painted toon shading, clean silhouette, suitable for an RTS unit at ~2m tall. Approximate size: 71 cm wide × 18 cm tall × 19 cm deep. Placement: right hand, vertical. Single mesh, T-pose neutral, no skeleton, baked diffuse texture only.","photoreal, hyperreal, realistic skin pores, no humans, no faces in armor, no text, no logos, no watermarks, no excess geometry, no PBR maps"
